timestamp,exercise,rep_number,quality_score,feedback_tag,left_knee_angle,right_knee_angle
2025-11-09 17:43:14,wall_sit,0,1.0,excellent,178.87338841974704,176.92763251547183
2025-11-09 17:43:14,wall_sit,0,1.0,excellent,178.87338841974704,176.9547985240144
2025-11-09 17:43:14,wall_sit,0,1.0,excellent,178.6531748204252,176.9547985240144
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.4140287197111,177.41848933927264
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.15531371096463,177.64619989016714
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,177.8980743139165,177.920868277814
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.4173163838678,178.15047074926952
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.37225855865017,178.64483757466638
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.65078440943313,178.67065492451638
2025-11-09 17:43:15,wall_sit,0,1.0,excellent,178.42235884565682,178.87116520281873
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,179.91358108516633,178.68536632669
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,179.26258519001377,175.31389964681648
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,172.378741270058,176.68333015994386
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,179.94763038230076,172.7154279045956
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,177.74471826907563,175.20149791300884
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,177.5946269691421,173.31042378825563
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,179.19294080077532,176.37846975773684
2025-11-09 17:43:16,wall_sit,0,1.0,excellent,179.58631924848459,176.461454768437
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,175.85956237789532,178.03887580428733
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,177.1056332861765,177.0523647311772
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,177.15123623199466,178.00212014327676
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,178.63669112470524,177.3854714976854
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,176.6546716636436,173.23326954421628
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,179.38939480931248,171.78406873253178
2025-11-09 17:43:17,wall_sit,0,1.0,excellent,174.6472018138255,166.35121113645246
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,177.67247550982302,164.30429173982068
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,177.7464697897545,170.6546765482785
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,176.25019272674746,171.91381304310292
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,178.95801686378297,172.6768985770155
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,176.68724641286124,177.1362496558981
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,175.73298796973782,178.63012448900875
2025-11-09 17:43:18,wall_sit,0,1.0,excellent,175.35075083082802,179.06872784912204
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,173.47451921904556,179.0752428969206
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,174.64189718980433,177.63088519091215
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,173.89257245322798,179.52541531001566
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,173.84179269144326,178.23737735014743
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,161.80920094207198,171.78907218667644
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,179.06244691156152,169.9933075414822
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,179.12878096439755,165.87477803101993
2025-11-09 17:43:19,wall_sit,0,1.0,excellent,173.05501255567964,173.03196840179564
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,177.62871286868273,178.72342510413696
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,177.13759477256332,179.8301093561232
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,172.95099137142964,176.36280663170103
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,176.11059181511658,174.59861541050208
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,169.30512329182983,173.7087950967579
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,177.27368900471123,179.7561896292028
2025-11-09 17:43:20,wall_sit,0,1.0,excellent,177.57636637655835,176.13275838031902
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,175.32607815162228,168.37410135631853
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,179.64673064858346,161.84961003967703
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,177.7820620578236,167.97288205103774
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,178.62826192553635,171.34780093668874
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,177.70317750047755,173.9827208803789
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,177.54795262935255,171.96919699043468
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,175.72053646888895,173.45726530963142
2025-11-09 17:43:21,wall_sit,0,1.0,excellent,179.62056328903276,174.24738884387742
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,177.51191503216006,171.86989764533848
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,179.3840824995981,170.79295675818193
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,179.9807708871556,168.65184864039128
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,179.30018908776668,165.9043826882593
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,178.37436785264273,168.02796901717406
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,178.401933095625,168.2002357896931
2025-11-09 17:43:22,wall_sit,0,1.0,excellent,160.18996103497318,159.29349079525707
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,162.7710999560996,159.21142568636958
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,172.95667909836197,156.08174694074293
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,176.63353933551855,149.63350811829795
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,173.60512498459505,146.5708207621391
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,163.344753284149,139.87461443007751
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,121.47212652601752,155.02770691805333
2025-11-09 17:43:23,wall_sit,0,1.0,excellent,162.31279342396027,161.54168855168808
2025-11-09 17:43:24,wall_sit,0,1.0,excellent,160.42489417713023,157.13125766382308
