timestamp,exercise,rep_number,quality_score,feedback_tag,left_knee_angle,right_knee_angle
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,176.03313612399742,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,174.58904312846025,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,174.53651557572678,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,175.22768158211062,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,172.95183289539537,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,165.17372079771735,0.0
2025-11-09 17:21:50,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,179.87549163866183,0.0
2025-11-09 17:21:51,wall_sit,0,1.0,excellent,179.91603552299318,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,178.69323804809304,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,179.58415835657877,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,175.35830672152855,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,175.67261470574883,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,173.0588199950929,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:52,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,166.5207082473881,168.30564175744024
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:53,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,0.0,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,175.20770398461096,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,177.70538641792157,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,176.16249470854123,0.0
2025-11-09 17:21:54,wall_sit,0,1.0,excellent,176.63035482231052,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,178.8075693204525,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,179.91572393501121,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,173.02506264544323,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,170.9906480398709,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,173.5420516105757,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,175.0740477532948,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,176.4034475547525,0.0
2025-11-09 17:21:55,wall_sit,0,1.0,excellent,175.5906803935252,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,174.74374029220525,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,177.2580206096256,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,174.4608131056698,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,159.20414525135266,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,171.82235465477655,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,175.5415965612444,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,172.65781079564954,0.0
2025-11-09 17:21:56,wall_sit,0,1.0,excellent,175.83566372804802,173.95362952735056
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,173.92174000434662,173.01170207732923
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,175.82828649678018,174.6167885649138
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,178.34656034781298,175.0120789631564
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,176.16730923727494,174.21431656246133
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,175.08855692826415,172.38301007435766
2025-11-09 17:21:57,wall_sit,0,1.0,excellent,175.88396251042695,173.0260630388482
